輔具分類,項次,補助項目,一般戶,中低收,低收,年限,評估人員,補助對象,評估規定,規格或功能規範,其他規定,確認沒問題
個人行動輔具,11,高活動型輪椅-進階型,"30,000","45,000","60,000",5,甲,"應符合下列所有條件：

(一)第七類：【b710b】、【b730b】、【b735】、【b765】、【s750】或【05】下肢重度以上。(下肢重度以上肢體障礙者)

(二)具自力推行能力者。",經政府設置或委託辦理之輔具服務單位輔具評估人員(含該單位特約之輔具評估人員)開立輔具評估報告書(輔具評估報告書格式編號1)。,"應符合下列所有規範：

(一)採用高強度輕量化材質製作的骨架結構，含必要組件(骨架、輪組、煞車、座背墊、腿靠及踏板)之全車淨重12公斤以下。

(二)後輪應配置高壓充氣胎，其可承受之充氣壓力值不得低於100磅/平方英吋(100psi)。

(三)應能符合下列所有規格：

1.提供3種以上輪椅前後座高組合之選項。

2.介於100度至75度間的座背靠角範圍內，至少可提供3種以上之角度選項。

3.提供3種以上後輪軸心前置位置選項，且軸心最大前置量不得小於6公分。

4.提供2種以上之後輪外展角度選項。

5.提供2種以上之前骨架彎管角度選項。","(一)申請高活動型輪椅-基礎型(項次 10)，18 歲以下符合補助資格者得2年申請補助 1 次。

(二)高活動型輪椅各項次(項次 10、11)於最低使用年限內僅能擇一申請。

(三)申請本項補助者於最低使用年限內不得再申請輪椅各項次(項次 4至 6)。

(四)申請高活動型輪椅各項次(項次 10、11)核銷時應檢附原廠高活動型輪椅訂製單，包含機械結構調整範圍或功能，與訂購範圍或訂購功能等之必要資訊。

(五)應檢附輔具供應商出具保固書之影本(保固書正本由申請人留存)。保固書並應載明產品規格(含本表所定本項輔具之規格或功能規範內容)、型號、序號、保固年限及起迄日期(含年、月、日)、輔具供應商行號名稱、統一編號、負責人姓名、服務電話，並應提供有效日期內中央主管機關醫療器材許可證字號及其他必要資訊。",
個人行動輔具,12,手推圈啟動型動力輔助輪椅,"25,000","37,500","50,000",5,甲,"應符合下列所有條件：

(一)第七類：【b710b】、【b730b 】、【b735】、【b765】、【s750】或【05】下肢重度以上。(下肢重度以上肢體障礙者)

(二)具自力推行能力者。
",經政府設置或委託辦理之輔具服務單位輔具評估人員(含該單位特約之輔具評估人員)開立輔具評估報告書。(輔具評估報告書格式編號 1),"應符合下列所有規範：

(一)為手動輪椅及內建2 組輪轂馬達之動力輔助裝置，由推動手推圈驅動，其英文學名為Push-rim Activated Power Assist Wheelchair (PAPAW)。

(二)具有在下坡行進時之自動控制速度功能。
","(一)申請本項補助者於最低使用年限內不得再申請電動輪椅各項次及電動代步車(項次 14、15、30)。

(二)應檢附輔具供應商出具保固書之影本(保固書正本由申請人留存)。保固書並應載明產品規格(含本表所定本項輔具之規格或功能規範內容)、型號、序號、保固年限及起迄日期(含年、月、日)、輔具供應商行號名稱、統一編號、負責人姓名、服務電話，並應提供有效日期內中央主管機關醫療器材許可證字號及其他必要資訊。",
個人行動輔具,13,輪椅配件-後推式介護型動力套件,"4,000","6,000","8,000",5,甲,"輪椅使用者，且應符合下列條件之一：

(一)第一類：【b110.4】或【09】。(植物人)

(二)第一類：【b117】、【b122】、【b140】、【b144】、【b147】、【b152】、【b160】、【b164】或【10】中度以上。(中度以上失智症者)(ICD 代碼：ICD-9：290.0、290.10、 290.11、290.12、290.13、290.20、290.21、290.3、290.40、290.41、290.42、290.43、290.8、290.9、294.0、294.10、294.11、331.0、331.1。ICD-10：F01.50、F01.51、F02.80、F02.81、F03、F03.9、F03.90、F03.91、F04、F05、G30.0、 G30.1、G30.8、G30.9、G31.0、G31.09。)

(三)第二類：【b235】或【03】。(平衡機能障礙者)

(四) 第七類：【b710a 】、【b710b 】、【b730a 】、【b730b 】、【b735 】、【b765】、【s730】、【s750】、【s760】或【05】重度以上。(重度以上肢體障礙者)",經政府設置或委託辦理之輔具服務單位輔具評估人員(含該單位特約之輔具評估人員)開立輔具評估報告書。(輔具評估報告書格式編號 1)。,指附掛於左右後輪間之動力輔助套件，包含馬達、電池、自動減速裝置，以連桿於後方提供輪椅推行動力，推行啟動與速度由後方照顧者操作控制。,"(一)本項補助不含手動輪椅。

(二)應檢附輔具供應商出具保固書之影本(保固書正本由申請人留存)。保固書並應載明產品規格(含本表所定本項輔具之規格或功能規範內容)、型號、序號、保固年限及起迄日期(含年、月、日)、輔具供應商行號名稱、統一編號、負責人姓名、服務電話，並應提供有效日期內中央主管機關醫療器材許可證字號及其他必要資訊。",
個人行動輔具,14,電動輪椅-基礎型,"25,000","37,500","50,000",5,甲,"第七類：【b710a 】、【b710b】、【b730a】、【b730b】、
【b735】、【b765】、【s730】、【s750】、【s760】或【05】重度以上(重度以上肢體障礙者)，且具自行駕駛電動輪椅之能力。",經政府設置或委託辦理之輔具服務單位輔具評估人員(含該單位特約之輔具評估人員)開立輔具評估報告書(輔具評估報告書格式編號 2)。,"電動輪椅應包含座背墊、骨盆帶、電池、馬達、控制器、輪組及充電器等基本配備；充電器應有防止電池過度充電之機制。須提供骨架結構保固 3 年以上，且電動輪椅-進階型(項次 15)應符合下列所有規範：

(一)坡面上靜態穩定角度達 9 度以上。

(二)爬坡時動態穩定角度達 6 度以上。

(三)正面跨越障礙能力達 5 公分以上。

(四)理論行駛距離 25 公里以上。","(一)電動輪椅各項次(項次 14、15)限單人使用。

(二)依評估結果，電動輪椅各項次(項次 14、15)須搭配電動輪椅配件各項次(項次 16 至 21)同時申請時，視為補助 1 項次。

(三)電動輪椅各項次(項次 14、15)於最低使用年限內僅能擇一申請。

(四)申請本項補助者於最低使用年限內不得再申請手推圈啟動型動力輔助輪椅及電動代步車(項次 12、 30)。

(五)電動輪椅各項次(項次 14、15)及電動輪椅配件各項次(項次 16 至 21)同時申請應視為輔具整體，核銷時得提供輔具整體購買金額，無須細列各補助項目購買金額。

(六)應檢附輔具供應商出具保固書之影本(保固書正本由申請人留存)。保固書並應載明產品規格(含本表所定本項輔具之規格或功能規範內容)、型號、序號、保固年限及起迄日期(含年、月、日)、輔具供應商行號名稱、統一編號、負責人姓名、服務電話，並應提供有效日期內中央主管機關醫療器材許可證字號及其他必要資訊。",
個人行動輔具,15,電動輪椅-進階型,"30,000","45,000","60,000",5,甲,"第七類：【b710a 】、【b710b】、【b730a】、【b730b】、
【b735】、【b765】、【s730】、【s750】、【s760】或【05】重度以上(重度以上肢體障礙者)，且具自行駕駛電動輪椅之能力。",經政府設置或委託辦理之輔具服務單位輔具評估人員(含該單位特約之輔具評估人員)開立輔具評估報告書(輔具評估報告書格式編號 2)。,"電動輪椅應包含座背墊、骨盆帶、電池、馬達、控制器、輪組及充電器等基本配備；充電器應有防止電池過度充電之機制。須提供骨架結構保固 3 年以上，且電動輪椅-進階型(項次 15)應符合下列所有規範：

(一)坡面上靜態穩定角度達 9 度以上。

(二)爬坡時動態穩定角度達 6 度以上。

(三)正面跨越障礙能力達 5 公分以上。

(四)理論行駛距離 25 公里以上。","(一)電動輪椅各項次(項次 14、15)限單人使用。

(二)依評估結果，電動輪椅各項次(項次 14、15)須搭配電動輪椅配件各項次(項次 16 至 21)同時申請時，視為補助 1 項次。

(三)電動輪椅各項次(項次 14、15)於最低使用年限內僅能擇一申請。

(四)申請本項補助者於最低使用年限內不得再申請手推圈啟動型動力輔助輪椅及電動代步車(項次 12、 30)。

(五)電動輪椅各項次(項次 14、15)及電動輪椅配件各項次(項次 16 至 21)同時申請應視為輔具整體，核銷時得提供輔具整體購買金額，無須細列各補助項目購買金額。

(六)應檢附輔具供應商出具保固書之影本(保固書正本由申請人留存)。保固書並應載明產品規格(含本表所定本項輔具之規格或功能規範內容)、型號、序號、保固年限及起迄日期(含年、月、日)、輔具供應商行號名稱、統一編號、負責人姓名、服務電話，並應提供有效日期內中央主管機關醫療器材許可證字號及其他必要資訊。",
個人行動輔具,16,電動輪椅配件-沙發型座椅,"2,500","3,750","5,000",5,甲,第七類：【b710a】、【b710b】、【b730a】、【b730b】、【b735】、【b765】、【s730】、【s750】、【s760】或【05】重度以上(重度以上肢體障礙者)，且具自行駕駛電動輪椅之能力。,經政府設置或委託辦理之輔具服務單位輔具評估人員(含該單位特約之輔具評估人員)開立輔具評估報告書(輔具評估報告書格式編號 2)。,"應符合下列所有規範：

1.未含外露管件之獨立座椅系統，經由拆卸作業後，可與電動輪椅的動力底座分離。

2.包含體適形的泡棉座墊、體適形的泡棉背墊及頭枕；墊體厚度於最薄處不得低於 5 公分。

3.附有座背靠角度調整關節，可依照使用者需求，隨時以手動或電動方式調整背靠角度。
","(一)依評估結果，電動輪椅各項次(項次 14、15)須搭配電動輪椅配件各項次(項次 16 至 21)同時申請時，視為補助 1 項次。除電動輪椅配件-控制器操作位置調整(項次 21)，不得僅申請電動輪椅配件各項次 (項次 16 至 20)。電動輪椅各項次 (項次 14、15)及電動輪椅配件-控制器操作位置調整(項次 21)得同時或分別申請，且最低使用年限以電動輪椅各項次(項次 14、15)為基準。

(二)電動輪椅配件-沙發型座椅、擺位型椅架(項次 16、17)於最低使用年限內僅能擇一申請。

(三)申請電動輪椅配件-沙發型座椅 (項次 16)不可同時申請擺位系統各項次(項次 26 至 29)。

(四)電動輪椅配件-電動變換姿勢功能 (項次 18)依實際評估需求至多補助 2 種功能時，最高補助金額按左列基準 2 倍計算，並視為補助 1 項次。

(五)申請電動輪椅配件-特殊規格控制器(項次 19)，傳統比例式搖桿頭之改裝非屬本項補助。

(六)申請電動輪椅配件-新車內建鋰系電池(項次 20)，出廠後改裝為鋰系電池非屬本項補助。鋰系電池應符合國家標準之含鹼性或其他非酸性電解質之二次單電池及電池組－用於可攜式應用之可攜式封裝型二次單電池及由其所組成的電池組之安全要求－第 2 部：鋰系 (CNS 62133-2)或其他具等同性國際標準之性能規格要求。

(七)電動輪椅各項次(項次 14、15)及電動輪椅配件各項次(項次 16 至 21)同時申請應視為輔具整體，核銷時得提供輔具整體購買金額，無須細列各補助項目購買金額。

(八)應檢附輔具供應商出具保固書之影本(保固書正本由申請人留存)。保固書並應載明產品規格(含本表所定本項輔具之規格或功能規範內容)、型號、序號、保固年限及起迄日期(含年、月、日)、輔具供應商行號名稱、統一編號、負責人姓名、服務電話，並應提供有效日期內中央主管機關醫療器材許可證字號及其他必要資訊。",
個人行動輔具,17,電動輪椅配件-擺位型椅架,"7,500","11,250","15,000",5,甲,第七類：【b710a】、【b710b】、【b730a】、【b730b】、【b735】、【b765】、【s730】、【s750】、【s760】或【05】重度以上(重度以上肢體障礙者)，且具自行駕駛電動輪椅之能力。,經政府設置或委託辦理之輔具服務單位輔具評估人員(含該單位特約之輔具評估人員)開立輔具評估報告書(輔具評估報告書格式編號2)。,"應符合下列所有規範：

1.具備座深4英吋以上(或10公分)、座寬2英吋以上(或5公分)、座背靠20度以上角度可調整之機械結構。

2.獨立的座椅系統，經由拆卸作業後，可與電動輪椅的動力底座分離。

3.至少配備含硬式底板(seat  pan)及可拆換軟墊的座墊。

4.座椅之座管應預留可加裝其他擺位配件(如輪椅擺位架)，所需之可鎖固孔位或滑軌。","(一)依評估結果，電動輪椅各項次(項次 14、15)須搭配電動輪椅配件各項次(項次 16 至 21)同時申請時，視為補助 1 項次。除電動輪椅配件-控制器操作位置調整(項次 21)，不得僅申請電動輪椅配件各項次 (項次 16 至 20)。電動輪椅各項次 (項次 14、15)及電動輪椅配件-控制器操作位置調整(項次 21)得同時或分別申請，且最低使用年限以電動輪椅各項次(項次 14、15)為基準。

(二)電動輪椅配件-沙發型座椅、擺位型椅架(項次 16、17)於最低使用年限內僅能擇一申請。

(三)申請電動輪椅配件-沙發型座椅 (項次 16)不可同時申請擺位系統各項次(項次 26 至 29)。

(四)電動輪椅配件-電動變換姿勢功能 (項次 18)依實際評估需求至多補助 2 種功能時，最高補助金額按左列基準 2 倍計算，並視為補助 1 項次。

(五)申請電動輪椅配件-特殊規格控制器(項次 19)，傳統比例式搖桿頭之改裝非屬本項補助。

(六)申請電動輪椅配件-新車內建鋰系電池(項次 20)，出廠後改裝為鋰系電池非屬本項補助。鋰系電池應符合國家標準之含鹼性或其他非酸性電解質之二次單電池及電池組－用於可攜式應用之可攜式封裝型二次單電池及由其所組成的電池組之安全要求－第 2 部：鋰系 (CNS 62133-2)或其他具等同性國際標準之性能規格要求。

(七)電動輪椅各項次(項次 14、15)及電動輪椅配件各項次(項次 16 至 21)同時申請應視為輔具整體，核銷時得提供輔具整體購買金額，無須細列各補助項目購買金額。

(八)應檢附輔具供應商出具保固書之影本(保固書正本由申請人留存)。保固書並應載明產品規格(含本表所定本項輔具之規格或功能規範內容)、型號、序號、保固年限及起迄日期(含年、月、日)、輔具供應商行號名稱、統一編號、負責人姓名、服務電話，並應提供有效日期內中央主管機關醫療器材許可證字號及其他必要資訊。",
個人行動輔具,18,電動輪椅配件-電動變換姿勢功能,"5,000","7,500","10,000",5,甲,第七類：【b710a】、【b710b】、【b730a】、【b730b】、【b735】、【b765】、【s730】、【s750】、【s760】或【05】重度以上(重度以上肢體障礙者)，且具自行駕駛電動輪椅之能力。,經政府設置或委託辦理之輔具服務單位輔具評估人員(含該單位特約之輔具評估人員)開立輔具評估報告書(輔具評估報告書格式編號2)。,指電動後躺、空中傾倒、抬腿、站立或升降功能。,"(一)依評估結果，電動輪椅各項次(項次 14、15)須搭配電動輪椅配件各項次(項次 16 至 21)同時申請時，視為補助 1 項次。除電動輪椅配件-控制器操作位置調整(項次 21)，不得僅申請電動輪椅配件各項次 (項次 16 至 20)。電動輪椅各項次 (項次 14、15)及電動輪椅配件-控制器操作位置調整(項次 21)得同時或分別申請，且最低使用年限以電動輪椅各項次(項次 14、15)為基準。

(二)電動輪椅配件-沙發型座椅、擺位型椅架(項次 16、17)於最低使用年限內僅能擇一申請。

(三)申請電動輪椅配件-沙發型座椅 (項次 16)不可同時申請擺位系統各項次(項次 26 至 29)。

(四)電動輪椅配件-電動變換姿勢功能 (項次 18)依實際評估需求至多補助 2 種功能時，最高補助金額按左列基準 2 倍計算，並視為補助 1 項次。

(五)申請電動輪椅配件-特殊規格控制器(項次 19)，傳統比例式搖桿頭之改裝非屬本項補助。

(六)申請電動輪椅配件-新車內建鋰系電池(項次 20)，出廠後改裝為鋰系電池非屬本項補助。鋰系電池應符合國家標準之含鹼性或其他非酸性電解質之二次單電池及電池組－用於可攜式應用之可攜式封裝型二次單電池及由其所組成的電池組之安全要求－第 2 部：鋰系 (CNS 62133-2)或其他具等同性國際標準之性能規格要求。

(七)電動輪椅各項次(項次 14、15)及電動輪椅配件各項次(項次 16 至 21)同時申請應視為輔具整體，核銷時得提供輔具整體購買金額，無須細列各補助項目購買金額。

(八)應檢附輔具供應商出具保固書之影本(保固書正本由申請人留存)。保固書並應載明產品規格(含本表所定本項輔具之規格或功能規範內容)、型號、序號、保固年限及起迄日期(含年、月、日)、輔具供應商行號名稱、統一編號、負責人姓名、服務電話，並應提供有效日期內中央主管機關醫療器材許可證字號及其他必要資訊。",
個人行動輔具,19,電動輪椅配件-特殊規格控制器,"17,500","26,250","35,000",5,甲,限四肢嚴重癱瘓或精細運動控制不良之重度肢體障礙者。,經政府設置或委託辦理之輔具服務單位輔具評估人員(含該單位特約之輔具評估人員)開立輔具評估報告書(輔具評估報告書格式編號2)。,"應符合下列規範之一：

1.控制器可同時支援比例式與非比例式控制訊號所需之輸入介面，以及圖文顯示之輸出介面。

2.特殊規格之比例式搖桿組，包括微型搖桿(micro-joystick) 或耐衝   擊   搖   桿   (heavy-duty joystick)。","(一)依評估結果，電動輪椅各項次(項次 14、15)須搭配電動輪椅配件各項次(項次 16 至 21)同時申請時，視為補助 1 項次。除電動輪椅配件-控制器操作位置調整(項次 21)，不得僅申請電動輪椅配件各項次 (項次 16 至 20)。電動輪椅各項次 (項次 14、15)及電動輪椅配件-控制器操作位置調整(項次 21)得同時或分別申請，且最低使用年限以電動輪椅各項次(項次 14、15)為基準。

(二)電動輪椅配件-沙發型座椅、擺位型椅架(項次 16、17)於最低使用年限內僅能擇一申請。

(三)申請電動輪椅配件-沙發型座椅 (項次 16)不可同時申請擺位系統各項次(項次 26 至 29)。

(四)電動輪椅配件-電動變換姿勢功能 (項次 18)依實際評估需求至多補助 2 種功能時，最高補助金額按左列基準 2 倍計算，並視為補助 1 項次。

(五)申請電動輪椅配件-特殊規格控制器(項次 19)，傳統比例式搖桿頭之改裝非屬本項補助。

(六)申請電動輪椅配件-新車內建鋰系電池(項次 20)，出廠後改裝為鋰系電池非屬本項補助。鋰系電池應符合國家標準之含鹼性或其他非酸性電解質之二次單電池及電池組－用於可攜式應用之可攜式封裝型二次單電池及由其所組成的電池組之安全要求－第 2 部：鋰系 (CNS 62133-2)或其他具等同性國際標準之性能規格要求。

(七)電動輪椅各項次(項次 14、15)及電動輪椅配件各項次(項次 16 至 21)同時申請應視為輔具整體，核銷時得提供輔具整體購買金額，無須細列各補助項目購買金額。

(八)應檢附輔具供應商出具保固書之影本(保固書正本由申請人留存)。保固書並應載明產品規格(含本表所定本項輔具之規格或功能規範內容)、型號、序號、保固年限及起迄日期(含年、月、日)、輔具供應商行號名稱、統一編號、負責人姓名、服務電話，並應提供有效日期內中央主管機關醫療器材許可證字號及其他必要資訊。",
個人行動輔具,20,電動輪椅配件-新車內建鋰系電池,"3,000","4,500","6,000",5,甲,第七類：【b710a】、【b710b】、【b730a】、【b730b】、【b735】、【b765】、【s730】、【s750】、【s760】或【05】重度以上(重度以上肢體障礙者)，且具自行駕駛電動輪椅之能力。,經政府設置或委託辦理之輔具服務單位輔具評估人員(含該單位特約之輔具評估人員)開立輔具評估報告書(輔具評估報告書格式編號2)。,指由電動輪椅原廠配置，供應馬達驅動所需能源之鋰系電池。,"(一)依評估結果，電動輪椅各項次(項次 14、15)須搭配電動輪椅配件各項次(項次 16 至 21)同時申請時，視為補助 1 項次。除電動輪椅配件-控制器操作位置調整(項次 21)，不得僅申請電動輪椅配件各項次 (項次 16 至 20)。電動輪椅各項次 (項次 14、15)及電動輪椅配件-控制器操作位置調整(項次 21)得同時或分別申請，且最低使用年限以電動輪椅各項次(項次 14、15)為基準。

(二)電動輪椅配件-沙發型座椅、擺位型椅架(項次 16、17)於最低使用年限內僅能擇一申請。

(三)申請電動輪椅配件-沙發型座椅 (項次 16)不可同時申請擺位系統各項次(項次 26 至 29)。

(四)電動輪椅配件-電動變換姿勢功能 (項次 18)依實際評估需求至多補助 2 種功能時，最高補助金額按左列基準 2 倍計算，並視為補助 1 項次。

(五)申請電動輪椅配件-特殊規格控制器(項次 19)，傳統比例式搖桿頭之改裝非屬本項補助。

(六)申請電動輪椅配件-新車內建鋰系電池(項次 20)，出廠後改裝為鋰系電池非屬本項補助。鋰系電池應符合國家標準之含鹼性或其他非酸性電解質之二次單電池及電池組－用於可攜式應用之可攜式封裝型二次單電池及由其所組成的電池組之安全要求－第 2 部：鋰系 (CNS 62133-2)或其他具等同性國際標準之性能規格要求。

(七)電動輪椅各項次(項次 14、15)及電動輪椅配件各項次(項次 16 至 21)同時申請應視為輔具整體，核銷時得提供輔具整體購買金額，無須細列各補助項目購買金額。

(八)應檢附輔具供應商出具保固書之影本(保固書正本由申請人留存)。保固書並應載明產品規格(含本表所定本項輔具之規格或功能規範內容)、型號、序號、保固年限及起迄日期(含年、月、日)、輔具供應商行號名稱、統一編號、負責人姓名、服務電話，並應提供有效日期內中央主管機關醫療器材許可證字號及其他必要資訊。",
